date,state,Total
2002-12,New York,12300
2002-12,North Carolina,24594
2002-12,North Dakota,2798
2002-12,Ohio,35288
2002-12,Oklahoma,17806
2002-12,Oregon,15920
2002-12,Pennsylvania,50445
2002-12,Rhode Island,830
2002-12,South Carolina,15208
2002-12,South Dakota,4759
2002-12,Tennessee,31799
2002-12,Texas,67410
2002-12,Utah,9597
2002-12,Vermont,1744
2002-12,Virginia,25462
2002-12,Washington,14189
2002-12,West Virginia,13567
2002-12,Wisconsin,16814
2002-12,Wyoming,3144
2002-11,Alabama,22113
2002-11,Alaska,2561
2002-11,Arizona,8607
2002-11,Arkansas,15074
2002-11,California,43898
2002-11,Colorado,17115
2002-11,Connecticut,5218
2002-11,Delaware,2057
2002-11,District of Columbia,0
2002-11,Florida,27178
2002-11,Georgia,20387
2002-11,Hawaii,0
2002-11,Idaho,4108
2002-11,Illinois,15698
2002-11,Indiana,11593
2002-11,Iowa,6136
2002-11,Kansas,11666
2002-11,Kentucky,21509
2002-11,Louisiana,17646
2002-11,Maine,4606
2002-11,Maryland,7173
2002-11,Massachusetts,3508
2002-11,Michigan,27201
2002-11,Minnesota,13942
2002-11,Mississippi,16608
2002-11,Missouri,21087
2002-11,Montana,4723
2002-11,Nebraska,3925
2002-11,Nevada,3975
2002-11,New Hampshire,3792
2002-11,New Jersey,4527
2002-11,New Mexico,5652
2002-11,New York,14740
2002-11,North Carolina,18517
2002-11,North Dakota,2818
2002-11,Ohio,34353
2002-11,Oklahoma,14037
2002-11,Oregon,11554
2002-11,Pennsylvania,62065
2002-11,Rhode Island,916
2002-11,South Carolina,10239
2002-11,South Dakota,4520
2002-11,Tennessee,26066
2002-11,Texas,48528
2002-11,Utah,6100
2002-11,Vermont,2245
2002-11,Virginia,22305
2002-11,Washington,11548
2002-11,West Virginia,13716
2002-11,Wisconsin,20012
2002-11,Wyoming,2276
2002-10,Alabama,15985
2002-10,Alaska,3966
2002-10,Arizona,8957
2002-10,Arkansas,12551
2002-10,California,39581
2002-10,Colorado,18322
2002-10,Connecticut,6049
2002-10,Delaware,1770
2002-10,District of Columbia,0
2002-10,Florida,25079
2002-10,Georgia,19978
2002-10,Hawaii,0
2002-10,Idaho,5034
2002-10,Illinois,14451
2002-10,Indiana,8973
2002-10,Iowa,5204
2002-10,Kansas,9427
2002-10,Kentucky,18353
2002-10,Louisiana,15183
2002-10,Maine,7665
2002-10,Maryland,5609
2002-10,Massachusetts,3631
2002-10,Michigan,24900
2002-10,Minnesota,19864
2002-10,Mississippi,10932
2002-10,Missouri,19946
2002-10,Montana,7210
2002-10,Nebraska,3675
2002-10,Nevada,4309
2002-10,New Hampshire,4590
2002-10,New Jersey,3954
2002-10,New Mexico,6114
2002-10,New York,14793
2002-10,North Carolina,14783
2002-10,North Dakota,4076
2002-10,Ohio,27472
2002-10,Oklahoma,12216
2002-10,Oregon,12158
2002-10,Pennsylvania,58388
2002-10,Rhode Island,958
2002-10,South Carolina,8367
2002-10,South Dakota,5997
2002-10,Tennessee,19767
2002-10,Texas,46540
2002-10,Utah,5922
2002-10,Vermont,2586
2002-10,Virginia,20438
2002-10,Washington,12434
2002-10,West Virginia,11967
2002-10,Wisconsin,21100
2002-10,Wyoming,2547
2002-09,Alabama,14652
2002-09,Alaska,2641
2002-09,Arizona,8653
2002-09,Arkansas,9461
2002-09,California,37498
2002-09,Colorado,16028
2002-09,Connecticut,4078
2002-09,Delaware,1323
2002-09,District of Columbia,0
2002-09,Florida,21525
2002-09,Georgia,16023
2002-09,Hawaii,0
2002-09,Idaho,5329
2002-09,Illinois,11214
2002-09,Indiana,6016
2002-09,Iowa,3584
2002-09,Kansas,6917
2002-09,Kentucky,14678
2002-09,Louisiana,13392
2002-09,Maine,5954
2002-09,Maryland,4292
2002-09,Massachusetts,2521
2002-09,Michigan,21546
2002-09,Minnesota,19343
2002-09,Mississippi,8687
2002-09,Missouri,13679
2002-09,Montana,6030
2002-09,Nebraska,2258
2002-09,Nevada,3781
2002-09,New Hampshire,3701
2002-09,New Jersey,3093
2002-09,New Mexico,4836
2002-09,New York,11785
2002-09,North Carolina,11485
2002-09,North Dakota,3286
2002-09,Ohio,23696
2002-09,Oklahoma,9549
2002-09,Oregon,14562
2002-09,Pennsylvania,47468
2002-09,Rhode Island,791
2002-09,South Carolina,8011
2002-09,South Dakota,4247
2002-09,Tennessee,16574
2002-09,Texas,46364
2002-09,Utah,5598
2002-09,Vermont,2021
2002-09,Virginia,15936
2002-09,Washington,11558
2002-09,West Virginia,9156
2002-09,Wisconsin,17838
2002-09,Wyoming,2541
2002-08,Alabama,13849
2002-08,Alaska,3284
2002-08,Arizona,10247
2002-08,Arkansas,8771
2002-08,California,41049
2002-08,Colorado,16702
2002-08,Connecticut,3906
2002-08,Delaware,1260
2002-08,District of Columbia,0
2002-08,Florida,22379
2002-08,Georgia,14969
2002-08,Hawaii,0
2002-08,Idaho,4613
2002-08,Illinois,11709
2002-08,Indiana,6031
2002-08,Iowa,2367
2002-08,Kansas,6678
2002-08,Kentucky,15353
2002-08,Louisiana,13106
2002-08,Maine,3722
2002-08,Maryland,3790
2002-08,Massachusetts,2433
2002-08,Michigan,14395
2002-08,Minnesota,13742
2002-08,Mississippi,9621
2002-08,Missouri,13638
2002-08,Montana,5006
2002-08,Nebraska,1820
2002-08,Nevada,3971
2002-08,New Hampshire,3279
2002-08,New Jersey,3249
2002-08,New Mexico,5261
2002-08,New York,7468
2002-08,North Carolina,12365
2002-08,North Dakota,2295
2002-08,Ohio,23177
2002-08,Oklahoma,9974
2002-08,Oregon,11096
2002-08,Pennsylvania,43966
2002-08,Rhode Island,740
2002-08,South Carolina,8435
2002-08,South Dakota,3557
2002-08,Tennessee,18777
2002-08,Texas,44632
2002-08,Utah,4662
2002-08,Vermont,1448
2002-08,Virginia,15177
2002-08,Washington,9962
2002-08,West Virginia,7355
2002-08,Wisconsin,12758
2002-08,Wyoming,2330
2002-07,Alabama,9971
2002-07,Alaska,2382
2002-07,Arizona,8542
2002-07,Arkansas,5841
2002-07,California,36591
2002-07,Colorado,11900
2002-07,Connecticut,3270
2002-07,Delaware,960
2002-07,District of Columbia,0
2002-07,Florida,18402
2002-07,Georgia,10874
2002-07,Hawaii,0
2002-07,Idaho,2986
2002-07,Illinois,9113
2002-07,Indiana,3870
2002-07,Iowa,1471
2002-07,Kansas,4057
2002-07,Kentucky,10468
2002-07,Louisiana,8212
2002-07,Maine,2599
2002-07,Maryland,2731
2002-07,Massachusetts,1945
2002-07,Michigan,10010
2002-07,Minnesota,7587
2002-07,Mississippi,5875
2002-07,Missouri,9227
2002-07,Montana,3706
2002-07,Nebraska,1298
2002-07,Nevada,3327
2002-07,New Hampshire,2477
2002-07,New Jersey,2789
2002-07,New Mexico,4338
2002-07,New York,5524
2002-07,North Carolina,7223
2002-07,North Dakota,1475
2002-07,Ohio,16049
2002-07,Oklahoma,7060
2002-07,Oregon,8199
2002-07,Pennsylvania,37797
2002-07,Rhode Island,667
2002-07,South Carolina,5196
2002-07,South Dakota,2032
2002-07,Tennessee,13248
2002-07,Texas,28133
2002-07,Utah,3569
2002-07,Vermont,1159
2002-07,Virginia,11908
2002-07,Washington,8113
2002-07,West Virginia,5822
2002-07,Wisconsin,8077
2002-07,Wyoming,1687
2002-06,Alabama,9747
2002-06,Alaska,2165
2002-06,Arizona,7996
2002-06,Arkansas,5491
2002-06,California,36549
2002-06,Colorado,10760
2002-06,Connecticut,3546
2002-06,Delaware,888
2002-06,District of Columbia,1
2002-06,Florida,19277
2002-06,Georgia,10655
2002-06,Hawaii,0
2002-06,Idaho,3067
2002-06,Illinois,8142
2002-06,Indiana,3897
2002-06,Iowa,1316
2002-06,Kansas,3983
2002-06,Kentucky,10026
2002-06,Louisiana,7410
2002-06,Maine,2376
2002-06,Maryland,2670
2002-06,Massachusetts,2333
2002-06,Michigan,9799
2002-06,Minnesota,7184
2002-06,Mississippi,5407
2002-06,Missouri,8625
2002-06,Montana,3826
2002-06,Nebraska,1031
2002-06,Nevada,3084
2002-06,New Hampshire,2565
2002-06,New Jersey,2998
2002-06,New Mexico,4180
2002-06,New York,5655
2002-06,North Carolina,7111
2002-06,North Dakota,1572
2002-06,Ohio,14597
2002-06,Oklahoma,6633
2002-06,Oregon,9396
2002-06,Pennsylvania,35682
2002-06,Rhode Island,676
2002-06,South Carolina,4938
2002-06,South Dakota,1942
2002-06,Tennessee,12056
2002-06,Texas,26588
2002-06,Utah,3596
2002-06,Vermont,1041
2002-06,Virginia,10760
2002-06,Washington,7929
2002-06,West Virginia,5240
2002-06,Wisconsin,8313
2002-06,Wyoming,1891
2002-05,Alabama,10113
2002-05,Alaska,2494
2002-05,Arizona,9317
2002-05,Arkansas,5969
2002-05,California,38746
2002-05,Colorado,12400
2002-05,Connecticut,3845
2002-05,Delaware,1029
2002-05,District of Columbia,2
2002-05,Florida,18466
2002-05,Georgia,10695
2002-05,Hawaii,0
2002-05,Idaho,3702
2002-05,Illinois,9201
2002-05,Indiana,4105
2002-05,Iowa,1382
2002-05,Kansas,4394
2002-05,Kentucky,10684
2002-05,Louisiana,7294
2002-05,Maine,2632
2002-05,Maryland,2494
2002-05,Massachusetts,2370
2002-05,Michigan,10752
2002-05,Minnesota,7892
2002-05,Mississippi,5502
2002-05,Missouri,9942
2002-05,Montana,4446
2002-05,Nebraska,1131
2002-05,Nevada,3626
2002-05,New Hampshire,2733
2002-05,New Jersey,3430
2002-05,New Mexico,4523
2002-05,New York,6725
2002-05,North Carolina,6931
2002-05,North Dakota,1626
2002-05,Ohio,15741
2002-05,Oklahoma,7415
2002-05,Oregon,9573
2002-05,Pennsylvania,39715
2002-05,Rhode Island,740
2002-05,South Carolina,5277
2002-05,South Dakota,2269
2002-05,Tennessee,13289
2002-05,Texas,26793
2002-05,Utah,4021
2002-05,Vermont,1379
2002-05,Virginia,11665
2002-05,Washington,8477
2002-05,West Virginia,6067
2002-05,Wisconsin,9683
2002-05,Wyoming,1926
2002-04,Alabama,10166
2002-04,Alaska,2861
2002-04,Arizona,9467
2002-04,Arkansas,6615
2002-04,California,39102
2002-04,Colorado,13660
2002-04,Connecticut,3962
2002-04,Delaware,1080
2002-04,District of Columbia,1
2002-04,Florida,18699
2002-04,Georgia,10960
2002-04,Hawaii,0
2002-04,Idaho,3961
2002-04,Illinois,11406
2002-04,Indiana,4914
2002-04,Iowa,2397
2002-04,Kansas,5062
2002-04,Kentucky,13049
2002-04,Louisiana,7169
2002-04,Maine,3288
2002-04,Maryland,3077
2002-04,Massachusetts,2671
2002-04,Michigan,13443
2002-04,Minnesota,12602
2002-04,Mississippi,6138
2002-04,Missouri,13110
2002-04,Montana,5046
2002-04,Nebraska,1402
2002-04,Nevada,3598
2002-04,New Hampshire,3272
2002-04,New Jersey,3616
2002-04,New Mexico,4572
2002-04,New York,8877
2002-04,North Carolina,7649
2002-04,North Dakota,1947
2002-04,Ohio,20280
2002-04,Oklahoma,9477
2002-04,Oregon,11641
2002-04,Pennsylvania,46189
2002-04,Rhode Island,723
2002-04,South Carolina,5586
2002-04,South Dakota,2771
2002-04,Tennessee,13784
2002-04,Texas,28393
2002-04,Utah,4404
2002-04,Vermont,1843
2002-04,Virginia,13285
2002-04,Washington,9247
2002-04,West Virginia,7466
2002-04,Wisconsin,14721
2002-04,Wyoming,2009
2002-03,Alabama,14017
2002-03,Alaska,2526
2002-03,Arizona,10875
2002-03,Arkansas,9486
2002-03,California,42511
2002-03,Colorado,15809
2002-03,Connecticut,4795
2002-03,Delaware,1272
2002-03,District of Columbia,1
2002-03,Florida,21658
2002-03,Georgia,15434
2002-03,Hawaii,0
2002-03,Idaho,4381
2002-03,Illinois,13974
2002-03,Indiana,6632
2002-03,Iowa,3076
2002-03,Kansas,6702
2002-03,Kentucky,16542
2002-03,Louisiana,9687
2002-03,Maine,3853
2002-03,Maryland,3519
2002-03,Massachusetts,3426
2002-03,Michigan,15520
2002-03,Minnesota,12338
2002-03,Mississippi,8737
2002-03,Missouri,15484
2002-03,Montana,4450
2002-03,Nebraska,1674
2002-03,Nevada,4629
2002-03,New Hampshire,3566
2002-03,New Jersey,4142
2002-03,New Mexico,5985
2002-03,New York,8571
2002-03,North Carolina,10113
2002-03,North Dakota,2079
2002-03,Ohio,23526
2002-03,Oklahoma,10043
2002-03,Oregon,12343
2002-03,Pennsylvania,53959
2002-03,Rhode Island,855
2002-03,South Carolina,7845
2002-03,South Dakota,3165
2002-03,Tennessee,19590
2002-03,Texas,33863
2002-03,Utah,4959
2002-03,Vermont,2116
2002-03,Virginia,15481
2002-03,Washington,9774
2002-03,West Virginia,9149
2002-03,Wisconsin,17472
2002-03,Wyoming,2212
2002-02,Alabama,14725
2002-02,Alaska,1867
2002-02,Arizona,11262
2002-02,Arkansas,9732
2002-02,California,37509
2002-02,Colorado,14260
2002-02,Connecticut,4201
2002-02,Delaware,1210
2002-02,District of Columbia,0
2002-02,Florida,23138
2002-02,Georgia,17431
2002-02,Hawaii,0
2002-02,Idaho,3871
2002-02,Illinois,13003
2002-02,Indiana,6511
2002-02,Iowa,2612
2002-02,Kansas,6105
2002-02,Kentucky,17321
2002-02,Louisiana,10029
2002-02,Maine,2992
2002-02,Maryland,3621
2002-02,Massachusetts,2687
2002-02,Michigan,13263
2002-02,Minnesota,8952
2002-02,Mississippi,10310
2002-02,Missouri,14532
2002-02,Montana,3680
2002-02,Nebraska,1588
2002-02,Nevada,3835
2002-02,New Hampshire,2815
2002-02,New Jersey,3499
2002-02,New Mexico,5184
2002-02,New York,7701
2002-02,North Carolina,10900
2002-02,North Dakota,1624
2002-02,Ohio,22047
2002-02,Oklahoma,10910
2002-02,Oregon,10618
2002-02,Pennsylvania,43918
2002-02,Rhode Island,751
2002-02,South Carolina,8225
2002-02,South Dakota,2750
2002-02,Tennessee,20352
2002-02,Texas,34220
2002-02,Utah,4699
2002-02,Vermont,1657
2002-02,Virginia,15358
2002-02,Washington,9008
2002-02,West Virginia,8669
2002-02,Wisconsin,13716
2002-02,Wyoming,2072
2002-01,Alabama,14375
2002-01,Alaska,1911
2002-01,Arizona,10111
2002-01,Arkansas,8652
2002-01,California,38504
2002-01,Colorado,15148
2002-01,Connecticut,4371
2002-01,Delaware,1246
2002-01,District of Columbia,1
2002-01,Florida,21625
2002-01,Georgia,15227
2002-01,Hawaii,0
2002-01,Idaho,3445
2002-01,Illinois,12426
2002-01,Indiana,6108
2002-01,Iowa,2394
2002-01,Kansas,6534
2002-01,Kentucky,15306
2002-01,Louisiana,9359
2002-01,Maine,2860
2002-01,Maryland,3276
2002-01,Massachusetts,2970
2002-01,Michigan,12079
2002-01,Minnesota,8423
2002-01,Mississippi,8473
2002-01,Missouri,13518
2002-01,Montana,3715
2002-01,Nebraska,1735
2002-01,Nevada,3814
2002-01,New Hampshire,3025
2002-01,New Jersey,3753
2002-01,New Mexico,4802
2002-01,New York,7174
2002-01,North Carolina,10727
2002-01,North Dakota,1563
2002-01,Ohio,20044
2002-01,Oklahoma,9760
2002-01,Oregon,9761
2002-01,Pennsylvania,42310
2002-01,Rhode Island,866
2002-01,South Carolina,7132
2002-01,South Dakota,2557
2002-01,Tennessee,17735
2002-01,Texas,34684
2002-01,Utah,4583
2002-01,Vermont,1240
2002-01,Virginia,14014
2002-01,Washington,8299
2002-01,West Virginia,7115
2002-01,Wisconsin,10981
2002-01,Wyoming,1978
2001-12,Alabama,31171
2001-12,Alaska,3426
2001-12,Arizona,15250
2001-12,Arkansas,18731
2001-12,California,62328
2001-12,Colorado,40529
2001-12,Connecticut,5409
2001-12,Delaware,2470
2001-12,District of Columbia,1
2001-12,Florida,34800
2001-12,Georgia,32903
2001-12,Hawaii,0
2001-12,Idaho,6315
2001-12,Illinois,18918
2001-12,Indiana,12709
2001-12,Iowa,6447
2001-12,Kansas,11902
2001-12,Kentucky,29905
2001-12,Louisiana,23003
2001-12,Maine,4761
2001-12,Maryland,7131
2001-12,Massachusetts,3152
2001-12,Michigan,24036
2001-12,Minnesota,14199
2001-12,Mississippi,20408
2001-12,Missouri,25265
2001-12,Montana,6190
2001-12,Nebraska,4506
2001-12,Nevada,6030
2001-12,New Hampshire,4306
2001-12,New Jersey,4510
2001-12,New Mexico,7928
2001-12,New York,13837
2001-12,North Carolina,28510
2001-12,North Dakota,2994
2001-12,Ohio,36390
2001-12,Oklahoma,18615
2001-12,Oregon,15913
2001-12,Pennsylvania,57069
2001-12,Rhode Island,945
2001-12,South Carolina,16112
2001-12,South Dakota,4652
2001-12,Tennessee,32904
2001-12,Texas,71871
2001-12,Utah,9795
2001-12,Vermont,2040
2001-12,Virginia,27163
2001-12,Washington,12762
2001-12,West Virginia,15024
2001-12,Wisconsin,17593
2001-12,Wyoming,3562
2001-11,Alabama,23650
2001-11,Alaska,3208
2001-11,Arizona,11265
2001-11,Arkansas,17480
2001-11,California,54143
2001-11,Colorado,35150
2001-11,Connecticut,5485
2001-11,Delaware,2157
2001-11,District of Columbia,2
2001-11,Florida,29880
2001-11,Georgia,23047
2001-11,Hawaii,0
2001-11,Idaho,4956
2001-11,Illinois,17287
2001-11,Indiana,12816
2001-11,Iowa,6600
2001-11,Kansas,11439
2001-11,Kentucky,24365
2001-11,Louisiana,18025
2001-11,Maine,4829
2001-11,Maryland,7756
2001-11,Massachusetts,3224
2001-11,Michigan,27520
2001-11,Minnesota,12154
2001-11,Mississippi,17566
2001-11,Missouri,21246
2001-11,Montana,4843
2001-11,Nebraska,4129
2001-11,Nevada,4255
2001-11,New Hampshire,4490
2001-11,New Jersey,4828
2001-11,New Mexico,6360
2001-11,New York,17047
2001-11,North Carolina,20804
2001-11,North Dakota,3032
2001-11,Ohio,37254
2001-11,Oklahoma,14596
2001-11,Oregon,12249
2001-11,Pennsylvania,63358
2001-11,Rhode Island,1062
2001-11,South Carolina,11727
2001-11,South Dakota,4320
2001-11,Tennessee,27264
2001-11,Texas,51425
2001-11,Utah,6799
2001-11,Vermont,2502
2001-11,Virginia,23635
2001-11,Washington,10309
2001-11,West Virginia,15276
2001-11,Wisconsin,21096
2001-11,Wyoming,2601
2001-10,Alabama,22887
2001-10,Alaska,5244
2001-10,Arizona,13682
2001-10,Arkansas,17601
2001-10,California,63370
2001-10,Colorado,43018
2001-10,Connecticut,7442
2001-10,Delaware,2192
2001-10,District of Columbia,1
2001-10,Florida,37238
2001-10,Georgia,24835
2001-10,Hawaii,0
2001-10,Idaho,7199
2001-10,Illinois,18075
2001-10,Indiana,10888
2001-10,Iowa,5613
2001-10,Kansas,11108
2001-10,Kentucky,24737
2001-10,Louisiana,21503
2001-10,Maine,9336
2001-10,Maryland,7165
2001-10,Massachusetts,3824
2001-10,Michigan,25204
2001-10,Minnesota,23787
2001-10,Mississippi,16211
2001-10,Missouri,24737
2001-10,Montana,9468
2001-10,Nebraska,4168
2001-10,Nevada,5235
2001-10,New Hampshire,5769
2001-10,New Jersey,4708
2001-10,New Mexico,9153
2001-10,New York,18765
2001-10,North Carolina,21652
2001-10,North Dakota,4795
2001-10,Ohio,33503
2001-10,Oklahoma,17509
2001-10,Oregon,13895
2001-10,Pennsylvania,63045
2001-10,Rhode Island,1510
2001-10,South Carolina,12394
2001-10,South Dakota,6595
2001-10,Tennessee,24095
2001-10,Texas,65448
2001-10,Utah,7336
2001-10,Vermont,3054
2001-10,Virginia,23053
2001-10,Washington,16025
2001-10,West Virginia,17475
2001-10,Wisconsin,25414
2001-10,Wyoming,3157
2001-09,Alabama,21407
2001-09,Alaska,3784
2001-09,Arizona,13494
2001-09,Arkansas,14836
2001-09,California,57081
2001-09,Colorado,36988
2001-09,Connecticut,4679
2001-09,Delaware,1764
2001-09,District of Columbia,1
2001-09,Florida,28933
2001-09,Georgia,19983
2001-09,Hawaii,0
2001-09,Idaho,7687
2001-09,Illinois,14510
2001-09,Indiana,8643
2001-09,Iowa,4588
2001-09,Kansas,8493
2001-09,Kentucky,20022
2001-09,Louisiana,18421
2001-09,Maine,6996
2001-09,Maryland,5585
2001-09,Massachusetts,2850
2001-09,Michigan,24609
2001-09,Minnesota,22574
2001-09,Mississippi,12940
2001-09,Missouri,18019
2001-09,Montana,8201
2001-09,Nebraska,3076
2001-09,Nevada,5290
2001-09,New Hampshire,5051
2001-09,New Jersey,3346
2001-09,New Mexico,7704
2001-09,New York,15275
2001-09,North Carolina,17699
2001-09,North Dakota,4045
2001-09,Ohio,29848
2001-09,Oklahoma,14475
2001-09,Oregon,16492
2001-09,Pennsylvania,49181
2001-09,Rhode Island,1163
2001-09,South Carolina,11352
2001-09,South Dakota,4961
2001-09,Tennessee,19482
2001-09,Texas,65326
2001-09,Utah,7117
2001-09,Vermont,2506
2001-09,Virginia,17970
2001-09,Washington,13909
2001-09,West Virginia,12520
2001-09,Wisconsin,21972
2001-09,Wyoming,3841
2001-08,Alabama,17684
2001-08,Alaska,3902
2001-08,Arizona,10687
2001-08,Arkansas,12857
2001-08,California,51398
2001-08,Colorado,28926
2001-08,Connecticut,10
2001-08,Delaware,1101
2001-08,District of Columbia,0
2001-08,Florida,21311
2001-08,Georgia,16299
2001-08,Hawaii,0
2001-08,Idaho,5580
2001-08,Illinois,11971
2001-08,Indiana,6647
2001-08,Iowa,2594
2001-08,Kansas,7090
2001-08,Kentucky,19612
2001-08,Louisiana,15894
2001-08,Maine,3994
2001-08,Maryland,3559
2001-08,Massachusetts,1992
2001-08,Michigan,13196
2001-08,Minnesota,14602
2001-08,Mississippi,13808
2001-08,Missouri,15539
2001-08,Montana,6312
2001-08,Nebraska,2131
2001-08,Nevada,3916
2001-08,New Hampshire,3032
2001-08,New Jersey,2661
2001-08,New Mexico,7009
2001-08,New York,7307
2001-08,North Carolina,16597
2001-08,North Dakota,2431
2001-08,Ohio,20725
2001-08,Oklahoma,13501
2001-08,Oregon,10921
2001-08,Pennsylvania,35030
2001-08,Rhode Island,766
2001-08,South Carolina,10439
2001-08,South Dakota,3341
2001-08,Tennessee,18714
2001-08,Texas,55757
2001-08,Utah,4901
2001-08,Vermont,1416
2001-08,Virginia,13733
2001-08,Washington,10522
2001-08,West Virginia,10176
2001-08,Wisconsin,13619
2001-08,Wyoming,2916
2001-07,Alabama,12972
2001-07,Alaska,3198
2001-07,Arizona,8848
2001-07,Arkansas,8369
2001-07,California,43959
2001-07,Colorado,21457
2001-07,Connecticut,0
2001-07,Delaware,813
2001-07,District of Columbia,0
2001-07,Florida,17825
2001-07,Georgia,11183
2001-07,Hawaii,0
2001-07,Idaho,3994
2001-07,Illinois,8690
2001-07,Indiana,4452
2001-07,Iowa,1581
2001-07,Kansas,4842
2001-07,Kentucky,13077
2001-07,Louisiana,10495
2001-07,Maine,2886
2001-07,Maryland,2640
2001-07,Massachusetts,1686
2001-07,Michigan,8240
2001-07,Minnesota,8447
2001-07,Mississippi,8578
2001-07,Missouri,10427
2001-07,Montana,4664
2001-07,Nebraska,1361
2001-07,Nevada,3490
2001-07,New Hampshire,2577
2001-07,New Jersey,2139
2001-07,New Mexico,5331
2001-07,New York,5498
2001-07,North Carolina,10070
2001-07,North Dakota,1619
2001-07,Ohio,13934
2001-07,Oklahoma,9212
2001-07,Oregon,8514
2001-07,Pennsylvania,28342
2001-07,Rhode Island,566
2001-07,South Carolina,6669
2001-07,South Dakota,2238
2001-07,Tennessee,12699
2001-07,Texas,35604
2001-07,Utah,3584
2001-07,Vermont,1193
2001-07,Virginia,11535
2001-07,Washington,8195
2001-07,West Virginia,7603
2001-07,Wisconsin,8840
2001-07,Wyoming,2120
2001-06,Alabama,13220
2001-06,Alaska,2626
2001-06,Arizona,9014
2001-06,Arkansas,8178
2001-06,California,46694
2001-06,Colorado,21850
2001-06,Connecticut,13
2001-06,Delaware,852
2001-06,District of Columbia,2
2001-06,Florida,18145
2001-06,Georgia,11398
2001-06,Hawaii,0
2001-06,Idaho,4193
2001-06,Illinois,8705
2001-06,Indiana,4575
2001-06,Iowa,1626
2001-06,Kansas,4899
2001-06,Kentucky,13848
2001-06,Louisiana,10172
2001-06,Maine,2421
2001-06,Maryland,2958
2001-06,Massachusetts,1763
2001-06,Michigan,8739
2001-06,Minnesota,7670
2001-06,Mississippi,8824
2001-06,Missouri,10642
2001-06,Montana,5138
2001-06,Nebraska,1310
2001-06,Nevada,3555
2001-06,New Hampshire,2366
2001-06,New Jersey,2416
2001-06,New Mexico,5531
2001-06,New York,5207
2001-06,North Carolina,10505
2001-06,North Dakota,1670
2001-06,Ohio,15312
2001-06,Oklahoma,9283
2001-06,Oregon,10380
2001-06,Pennsylvania,29091
2001-06,Rhode Island,580
2001-06,South Carolina,6400
2001-06,South Dakota,2174
2001-06,Tennessee,12825
2001-06,Texas,34614
2001-06,Utah,4130
2001-06,Vermont,1059
2001-06,Virginia,11170
2001-06,Washington,8686
2001-06,West Virginia,7652
2001-06,Wisconsin,8425
2001-06,Wyoming,2069
2001-05,Alabama,12138
2001-05,Alaska,2965
2001-05,Arizona,8937
2001-05,Arkansas,8055
2001-05,California,55552
2001-05,Colorado,21077
2001-05,Connecticut,0
2001-05,Delaware,918
2001-05,District of Columbia,3
2001-05,Florida,17526
2001-05,Georgia,10754
2001-05,Hawaii,0
2001-05,Idaho,4420
2001-05,Illinois,8910
2001-05,Indiana,4778
2001-05,Iowa,1506
2001-05,Kansas,4860
2001-05,Kentucky,12909
2001-05,Louisiana,8720
2001-05,Maine,2570
2001-05,Maryland,2365
2001-05,Massachusetts,1824
2001-05,Michigan,8457
2001-05,Minnesota,7746
2001-05,Mississippi,7929
2001-05,Missouri,10296
2001-05,Montana,5144
2001-05,Nebraska,1194
2001-05,Nevada,3516
2001-05,New Hampshire,2411
2001-05,New Jersey,2690
2001-05,New Mexico,5457
2001-05,New York,5955
2001-05,North Carolina,9156
2001-05,North Dakota,1627
2001-05,Ohio,15075
2001-05,Oklahoma,9219
2001-05,Oregon,9011
2001-05,Pennsylvania,30480
2001-05,Rhode Island,598
2001-05,South Carolina,6101
2001-05,South Dakota,2030
2001-05,Tennessee,12282
2001-05,Texas,33563
2001-05,Utah,3728
2001-05,Vermont,1031
2001-05,Virginia,11315
2001-05,Washington,7925
2001-05,West Virginia,7406
2001-05,Wisconsin,8868
2001-05,Wyoming,2118
2001-04,Alabama,12565
2001-04,Alaska,3398
2001-04,Arizona,9538
2001-04,Arkansas,8414
2001-04,California,56735
2001-04,Colorado,23024
2001-04,Connecticut,0
2001-04,Delaware,929
2001-04,District of Columbia,3
2001-04,Florida,18123
2001-04,Georgia,11043
2001-04,Hawaii,0
2001-04,Idaho,4581
2001-04,Illinois,10183
2001-04,Indiana,4743
2001-04,Iowa,2336
2001-04,Kansas,5507
2001-04,Kentucky,14259
2001-04,Louisiana,8474
2001-04,Maine,3270
2001-04,Maryland,2921
2001-04,Massachusetts,2051
2001-04,Michigan,11219
2001-04,Minnesota,11368
2001-04,Mississippi,8356
2001-04,Missouri,12672
2001-04,Montana,5704
2001-04,Nebraska,1344
2001-04,Nevada,3392
2001-04,New Hampshire,3179
2001-04,New Jersey,2703
2001-04,New Mexico,5731
2001-04,New York,7759
2001-04,North Carolina,9694
2001-04,North Dakota,1959
2001-04,Ohio,18712
2001-04,Oklahoma,10669
2001-04,Oregon,10936
2001-04,Pennsylvania,36068
2001-04,Rhode Island,720
2001-04,South Carolina,6197
2001-04,South Dakota,2292
2001-04,Tennessee,12402
2001-04,Texas,33125
2001-04,Utah,4622
2001-04,Vermont,1615
2001-04,Virginia,11970
2001-04,Washington,8683
2001-04,West Virginia,8399
2001-04,Wisconsin,14239
2001-04,Wyoming,2185
2001-03,Alabama,18034
2001-03,Alaska,2912
2001-03,Arizona,11131
2001-03,Arkansas,12759
2001-03,California,43249
2001-03,Colorado,29322
2001-03,Connecticut,2
2001-03,Delaware,1234
2001-03,District of Columbia,3
